"school_code","school_name","school_address1","school_address2","school_city","school_province","school_postal_code","school_phone","school_fax","school_email","school_website","ecstaught","elementary_taught","junior_high_taught","senior_high_taught","authority_type","latitude","longitude","authority_code","authority_name","authority_address1","authority_address2","authority_city","authority_province","authority_postal_code","authority_telephone","authority_fax","authority_e_mail","authority_website","offer_school_home_education","offer_school_home_education_blended","offer_school_online","offer_school_outreach","school_updated","school_authority_code","ecs","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","total","start_year","end_year","enrollment_updated"
"7567","Horse Hill School","19355 Meridian Street N.E.","Site 7, P.O. Box 9, R.R. 6","Edmonton","AB","T5B4K3","(780) 472-6029","(780) 472-6254","horsehill@epsb.ca","http://horsehill.epsb.ca","0","0","0","0","Public","53.656621342419","-113.34337623943","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-2","3","-1","5","-5","-2","-4","0","0","0","0","0","0","-6","2012","2015","2017-03-20 20:24:33"
"7569","Winterburn School","9527 Winterburn Road N.W.","","Edmonton","AB","T5T5X9","(780) 447-3566","(780) 447-2403","winterburn@epsb.ca","http://winterburn.epsb.ca","0","0","0","0","Public","53.5346964","-113.6882186","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-10","0","9","8","12","13","8","5","-8","9","0","0","0","46","2012","2015","2017-03-20 20:24:33"
"7570","T D Baker School","1750 Millwoods Road E.","","Edmonton","AB","T6L5C5","(780) 462-5496","(780) 450-8560","tdbaker@epsb.ca","http://tdbaker.epsb.ca","0","0","0","0","Public","53.447906","-113.4053456","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","32","36","-13","0","0","0","55","2012","2015","2017-03-20 20:24:33"
"7571","S Bruce Smith School","5545 - 184 Street","","Edmonton","AB","T6M2L9","(780) 444-4946","(780) 444-7776","sbsmith@epsb.ca","http://sbs.epsb.ca","0","0","0","0","Public","53.490990064929","-113.63972989948","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","18","-7","-16","1","0","0","-4","2012","2015","2017-03-20 20:24:33"
"7572","Mary Butterworth School","16315 - 109 Street","","Edmonton","AB","T5X2R2","(780) 476-1480","(780) 478-7511","mbutterworth@epsb.ca","http://marybutterworth.net","0","0","0","0","Public","53.62381255961","-113.50748488361","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","39","-3","12","0","0","0","48","2012","2015","2017-03-20 20:24:33"
"7573","John D Bracco School","3150 - 139 Avenue","","Edmonton","AB","T5Y2P7","(780) 475-1760","(780) 476-4427","jdbracco@epsb.ca","http://jdbracco.epsb.ca","0","0","0","0","Public","53.60340326764","-113.39222320238","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","44","-17","6","0","0","0","33","2012","2015","2017-03-20 20:24:33"
"7574","Kate Chegwin School","3119 - 48 Street","","Edmonton","AB","T6L6P5","(780) 469-0470","(780) 463-7844","kchegwin@epsb.ca","http://katechegwin.epsb.ca","0","0","0","0","Public","53.462634","-113.414989","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","18","39","62","0","0","0","119","2012","2015","2017-03-20 20:24:33"
"7575","Major General Griesbach School","304 Griesbach School Road NW","","Edmonton","AB","T5E6R8","(780) 456-9482","(780) 456-5201","griesbach@epsb.ca","http://griesbach.epsb.ca","0","0","0","0","Public","53.6076123","-113.4968674","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","12","22","1","25","12","10","5","16","26","12","0","0","0","141","2012","2015","2017-03-20 20:24:33"
"7701","Hospital School Campuses","10230 - 111 Avenue","","Edmonton","AB","T5G0B7","(780) 735-7987","(780) 735-8239","glenrose@epsb.ca","","0","0","0","0","Public","53.5601013","-113.4976534","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-12","-5","0","1","-1","-1","3","3","1","9","2","2","38","40","2012","2015","2017-03-20 20:24:33"
"7702","L Y Cairns School","10510 - 45 Avenue","","Edmonton","AB","T6H0A1","(780) 434-9561","(780) 438-6133","lycairns@epsb.ca","http://lyc.epsb.ca","0","0","0","0","Public","53.483727248388","-113.500899","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","9","-14","7","2","-1","-41","-38","2012","2015","2017-03-20 20:24:33"
"7704","Braemar School","9359 - 67A Street","","Edmonton","AB","T6B1R7","(780) 468-3000","(780) 468-4949","braemar@epsb.ca","http://braemar.epsb.ca","0","0","0","0","Public","53.5314683","-113.4313373","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","-1","0","0","0","0","0","-6","2","7","2","2012","2015","2017-03-20 20:24:33"
"7706","Institutional Services Schools","18621 - 127 Street","","Edmonton","AB","T6V1B1","(780) 408-8200","","kennedale@epsb.ca","","0","0","0","0","Public","53.6488824","-113.5386889","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","-1","-4","-7","-12","3","21","0","2012","2015","2017-03-20 20:24:33"
"7707","Aspen Program","11031 - 154 Street","","Edmonton","AB","T5P2K2","(780) 457-2485","(780) 457-2433","woodside@epsb.ca","","0","0","0","0","Public","53.556235","-113.586399","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","1","0","0","0","-1","-2","3","0","2","-5","-1","-5","-16","-24","2012","2015","2017-03-20 20:24:33"
"7722","Learning Store at Londonderry","2014 Northgate Centre","9499 - 137 Avenue NW","Edmonton","AB","T5E5R8","(780) 457-3467","(780) 473-2533","lslondonderry@epsb.ca","http://outreach.epsb.ca","0","0","0","0","Public","53.597984385214","-113.48823860688","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","0","-1","-2","-1","3","8","7","2012","2015","2017-03-20 20:24:33"
"7724","Learning Store at Blue Quill","284 Saddleback Road","","Edmonton","AB","T6J4R7","(780) 413-0263","(780) 413-0264","lsbluequill@epsb.ca","http://outreach.epsb.ca","0","0","0","0","Public","53.461166426496","-113.53012333996","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","0","0","-1","-2","-2","15","10","2012","2015","2017-03-20 20:24:33"
"7729","Rosecrest School","13515 - 107 Street","","Edmonton","AB","T5E4W3","(780) 475-3565","(780) 427-4408","instsrvs@epsb.ca","","0","0","0","0","Public","53.5967199","-113.5043156","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-2","-1","0","3","2","-1","-2","0","0","-1","1","2","-1","0","2012","2015","2017-03-20 20:24:33"
"7730","Alberta School for the Deaf","6240 - 113 Street","","Edmonton","AB","T6H3L2","(780) 439-3323","(780) 436-0385","abschdeaf@epsb.ca","http://asd.epsb.ca","0","0","0","0","Public","53.4999779","-113.5244164","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","1","-1","-2","3","1","-6","1","3","-1","-2","5","7","9","2012","2015","2017-03-20 20:24:33"
"7772","Tevie Miller Heritage School Program","6240 - 113 Street","","Edmonton","AB","T6H3L2","(780) 436-0465","(780) 436-0385","heritage@epsb.ca","http://teviemillerheritage.epsb.ca","0","0","0","0","Public","53.4999779","-113.5244164","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","12","-11","1","6","9","-2","-6","-3","0","0","0","0","0","6","2012","2015","2017-03-20 20:24:33"
"7901","Edmonton Islamic Academy","14525 - 127 Street","","Edmonton","AB","T6V0B3","(780) 454-4573","(780) 454-3498","info@islamicacademy.ca","","0","0","0","0","Private School","53.607317445696","-113.53971127382","0","Edmonton Islamic School Society","14525 - 127 Street","","Edmonton","AB","T6V0B3","(780) 454-4573","(780) 454-3498","info@islamicacademy.ca","http://www.islamicacademy.ca","0","0","0","0","2017-03-20 22:01:19","9269","89","56","35","34","23","21","17","20","16","5","28","18","19","381","2012","2015","2017-03-20 20:24:33"
"7905","Edmonton Christian High School","14304 - 109 Avenue","","Edmonton","AB","T5N1H6","(780) 408-7945","(780) 454-0793","ecssh@epsb.ca","http://edmchristian.net","0","0","0","0","Public","53.5546298","-113.5683071","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","0","0","0","-45","-15","-36","-96","2012","2015","2017-03-20 20:24:33"
"7909","Millwoods Christian School","8710 Millwoods Road","","Edmonton","AB","T6K3J3","(780) 462-2627","(780) 462-9322","millwoodsch@epsb.ca","http://mcs.epsb.ca","0","0","0","0","Public","53.475318660257","-113.46223220105","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","9","-5","28","1","8","9","2","29","-11","11","8","32","0","121","2012","2015","2017-03-20 20:24:33"
"7911","Talmud Torah School","6320 - 172 Street","","Edmonton","AB","T5T6H1","(780) 487-9290","(780) 481-9790","talmudt@epsb.ca","http://talmudtorahsociety.com","0","0","0","0","Public","53.4999183","-113.6212928","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","-1","4","5","-9","-3","5","12","0","11","0","0","0","24","2012","2015","2017-03-20 20:24:33"
"7920","Edmonton Bible Heritage Christian School","35-55517","Rge. Rd 240 N.W.","Sturgeon County","AB","T0A0K5","(780) 454-3672","(780) 488-3672","","","0","0","0","0","Private School","53.590207346987","-113.513928363","0","Edmonton Bible Heritage Christian School & College Society","35-55517","Rge. Rd 240 N.W.","Sturgeon County","AB","T0A0K5","(780) 454-3672","(780) 488-3672","","","0","0","0","0","2017-03-20 22:01:19","9153","0","-2","1","0","4","1","-2","0","0","0","0","0","0","2","2012","2015","2017-03-20 20:24:33"
"7931","Meadowlark Christian School","9825 - 158 Street","","Edmonton","AB","T5P2X4","(780) 483-6476","(780) 487-8992","meadowlarkchristian@epsb.ca","http://k-9christian.com","0","0","0","0","Public","53.536788438","-113.59341628836","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","14","2","9","-3","-2","-5","-2","19","1","18","0","0","0","51","2012","2015","2017-03-20 20:24:33"
"7936","Coralwood Adventist Academy","12218-135 St Nw","","Edmonton","AB","T5L1X1","(780) 454-2173","(780) 455-6946","office@coralwood.org","","0","0","0","0","Private School","53.572951","-113.555589","0","Alberta Conference of 7th Day Adventist Church","Office of Education","5816 Highway 2A","Lacombe","AB","T4L2G5","(403) 342-5044","","office@albertasdaedu.org","","0","0","0","0","2017-03-20 22:01:19","9382","-1","6","0","-6","-4","4","-3","9","6","11","0","6","4","32","2012","2015","2017-03-20 20:24:33"
"7938","Progressive Academy","13212 - 106 Avenue","","Edmonton","AB","T5N1A3","(780) 455-8344","(780) 455-1425","c-anne@progressiveacademy.ca","","0","0","0","0","Private School","53.5496946","-113.550748","0","Progressive Academy Education Society","13212 - 106 Avenue","","Edmonton","AB","T5N1A3","(780) 455-8344","(780) 455-1425","info@progressiveacademy.ca","","0","0","0","0","2017-03-20 22:01:19","9225","4","11","10","5","7","1","2","5","-6","3","0","0","0","42","2012","2015","2017-03-20 20:24:33"
"7946","NorQuest College Fort Saskatchewan Correctional Center","7802-101 Street","","Fort Saskatchewan","AB","T8L2P3","(780) 992-5933","(780) 992-6830","","","0","0","0","0","Provincial","53.694601849775","-113.20217603876","0","NorQuest College","10215 - 108 Street","","Edmonton","AB","T5J1L6","(780) 644-5800","(780) 644-5819","","","0","0","0","0","2017-03-20 22:01:19","9216","0","0","0","0","0","0","0","0","0","0","59","11","15","85","2012","2015","2017-03-20 20:24:33"
"7951","Tempo School","5603 - 148 Street","","Edmonton","AB","T6H4T7","(780) 434-1190","(780) 430-6209","admin@temposchool.org","http://www.temposchool.org","0","0","0","0","Private School","53.494148990902","-113.57435016931","0","Tempo School","5603 - 148 Street","","Edmonton","AB","T6H4T7","(780) 434-1190","(780) 430-6209","admin@temposchool.org","","0","0","0","0","2017-03-20 22:01:19","9059","-4","1","4","-10","5","-6","0","4","0","-1","-5","-9","2","-19","2012","2015","2017-03-20 20:24:33"
"7953","Edmonton Academy","Unit 2, 810 Saddleback Road","","Edmonton","AB","T6J4W4","(780) 482-5449","(780) 482-0902","info@edmontonacademy.com","http://www.edmontonacademy.com","0","0","0","0","Private School","53.4520765","-113.5271278","0","Edmonton Academy Society for Learning Disabled","Unit 2 - 810 Saddleback Road","","Edmonton","AB","T6J4W4","(780) 482-5449","(780) 482-0902","info@edmontonacademy.com","http://www.edmontonacademy.com","0","0","0","0","2017-03-20 22:01:19","9172","0","0","0","0","0","7","-2","-1","6","2","-6","-5","4","5","2012","2015","2017-03-20 20:24:33"
"7964","Edmonton Menorah Academy","10735 McQueen Road","","Edmonton","AB","T5N3L1","(780) 451-1848","(780) 451-2254","office@menorahacademy.org","","0","0","0","0","Private School","53.5525","-113.568842","0","Universal Educational Institute of Canada","10735 McQueen Road","","Edmonton","AB","T5N3L1","(780) 451-1848","(780) 451-2254","office@menorahacademy.org","http://www.menorahacademy.org","0","0","0","0","2017-03-20 22:01:19","9346","3","-1","8","0","4","-1","5","-7","6","0","3","-1","0","19","2012","2015","2017-03-20 20:24:33"
"7995","NorQuest College Edmonton","10215 - 108 Street","","Edmonton","AB","T5J1L6","(780) 644-5816","(780) 644-5866","corey.mushynsky@norquest.ca","","0","0","0","0","Provincial","53.5435292","-113.5060281","0","NorQuest College","10215 - 108 Street","","Edmonton","AB","T5J1L6","(780) 644-5800","(780) 644-5819","","","0","0","0","0","2017-03-20 22:01:19","9216","0","0","0","0","0","0","0","0","0","0","-74","44","4","-26","2012","2015","2017-03-20 20:24:33"
"8001","Annunciation","9325 - 165 Street","","Edmonton","AB","T5R2S5","(780) 484-4319","(780) 484-3072","","http://www.annunciation.ecsd.net","0","0","0","0","Separate","53.530263","-113.6054","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:19","0110","8","-6","-12","10","4","15","2","0","0","0","0","0","0","21","2012","2015","2017-03-20 20:24:33"
"8002","Ecole Pere-Lacombe","10715 - 131A Avenue","","Edmonton","AB","T5E0X4","(780) 478-9389","(780) 478-9210","pl@centrenord.ab.ca","http://www.csrcn.ab.ca/ecoles/pl/index.html","0","0","0","0","Francophone","53.5908626","-113.5049524","0","Greater North Central Francophone Education Region No. 2","322, 8627 - 91 Street","","Edmonton","AB","T6C3N1","","","","http://www.centrenord.ab.ca","0","0","0","0","2017-03-20 22:01:19","8040","0","12","10","28","0","5","1","0","0","0","0","0","0","56","2012","2015","2017-03-20 20:24:33"
"8003","Father Leo Green","7512 - 144 Avenue","","Edmonton","AB","T5C2R7","(780) 476-0606","(780) 472-0673","silvia.franzese@ecsd.net","http://www.fatherleogreen.ecsd.net","0","0","0","0","Separate","53.607695","-113.456453","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:19","0110","-2","16","3","7","8","5","-13","0","0","0","0","0","0","24","2012","2015","2017-03-20 20:24:33"
"8004","H. E. Beriault","8125 - 167 Street","","Edmonton","AB","T5R2T7","(780) 489-5490","(780) 486-3654","","http://www.heberiault.ecsd.net","0","0","0","0","Separate","53.515691314829","-113.60853194974","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:19","0110","0","0","0","0","0","0","0","20","33","14","0","0","0","67","2012","2015","2017-03-20 20:24:33"
"8007","Ecole Notre-Dame","15425 - 91 Avenue","","Edmonton","AB","T5R4Z7","(780) 484-6955","(780) 484-7065","nd@centrenord.ab.ca","http://www.centrenord.ab.ca","0","0","0","0","Francophone","53.524614098109","-113.58777116798","0","Greater North Central Francophone Education Region No. 2","322, 8627 - 91 Street","","Edmonton","AB","T6C3N1","","","","http://www.centrenord.ab.ca","0","0","0","0","2017-03-20 22:01:19","8040","3","10","17","16","16","15","18","0","0","0","0","0","0","95","2012","2015","2017-03-20 20:24:33"
"8010","Our Lady of Peace","15911 - 110 Avenue","","Edmonton","AB","T5P1G2","(780) 489-1222","(780) 489-0868","","http://www.ourladyofpeace.ecsd.net","0","0","0","0","Separate","53.5560276","-113.5948527","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:19","0110","-5","5","2","20","0","2","5","0","0","0","0","0","0","29","2012","2015","2017-03-20 20:24:33"
"8011","Our Lady of Victories","7925 - 158 Street","","Edmonton","AB","T5R2B9","(780) 489-7630","(780) 486-7762","marilyn.landreville@ecsd.net","http://www.ourladyofvictories.ecsd.net","0","0","0","0","Separate","53.514636","-113.594681","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:19","0110","17","11","-4","7","11","1","-9","0","0","0","0","0","0","34","2012","2015","2017-03-20 20:24:33"
"8013","St. Angela","13430 - 132A Street","","Edmonton","AB","T5L1S3","(780) 455-9743","(780) 454-1213","agnes.skarlicki@ecsd.net","http://www.stangela.ecsd.net","0","0","0","0","Separate","53.595615808326","-113.55032883572","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:19","0110","55","17","3","6","-4","9","-13","0","0","0","0","0","0","73","2012","2015","2017-03-20 20:24:33"
"8016","St. Bernadette","11917 - 40 Street","","Edmonton","AB","T5W2L1","(780) 474-4167","(780) 474-4225","joanne.friedt@ecsd.net","http://www.stbernadette.ecsd.net","0","0","0","0","Separate","53.572597","-113.402282","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:19","0110","-17","-2","15","3","1","-8","4","0","0","0","0","0","0","-4","2012","2015","2017-03-20 20:24:33"
"8018","St. Boniface","11810 - 40 Avenue","","Edmonton","AB","T6J0R9","(780) 434-0294","(780) 435-4237","","http://www.stboniface.ecsd.net","0","0","0","0","Separate","53.476577379828","-113.53751348284","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:19","0110","5","11","13","-3","-9","5","16","0","0","0","0","0","0","38","2012","2015","2017-03-20 20:24:33"
"8020","St. Dominic","5804 - 144 Avenue","","Edmonton","AB","T5A1K5","(780) 476-9906","(780) 476-3657","catherine.kaup@ecsd.net","http://www.stdominic.ecsd.net","0","0","0","0","Separate","53.6064502","-113.4331004","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","24","13","15","19","-8","0","-8","0","0","0","0","0","0","55","2012","2015","2017-03-20 20:24:33"
"8022","St. Gerard","12415 - 85 Street","","Edmonton","AB","T5B3H3","(780) 474-5208","(780) 474-6257","","http://www.stgerard.ecsd.net","0","0","0","0","Separate","53.580619","-113.470365","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-14","-11","7","3","7","7","3","0","0","0","0","0","0","2","2012","2015","2017-03-20 20:24:33"
"8025","Ecole Ste-Jeanne-d'Arc","8505 - 68A Street","","Edmonton","AB","T6B0J9","(780) 466-1800","(780) 465-1108","ja@centrenord.ab.ca","http://www.centrenord.ab.ca","0","0","0","0","Francophone","53.5206606","-113.4311545","0","Greater North Central Francophone Education Region No. 2","322, 8627 - 91 Street","","Edmonton","AB","T6C3N1","","","","http://www.centrenord.ab.ca","0","0","0","0","2017-03-20 22:01:20","8040","-14","-4","0","-1","3","-4","17","0","0","0","0","0","0","-3","2012","2015","2017-03-20 20:24:33"
"8028","St. Martin","11310 - 51 Avenue","","Edmonton","AB","T6H0L7","(780) 434-4848","(780) 434-8230","taras.podilsky@ecsd.net","http://www.stmartin.ecsd.net","0","0","0","0","Separate","53.488955653333","-113.5227764418","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","6","3","16","26","9","-2","2","0","0","0","0","0","0","60","2012","2015","2017-03-20 20:24:33"
"8029","St. Matthew","8735 - 132 Avenue","","Edmonton","AB","T5E0X7","(780) 473-6575","(780) 478-6031","george.antonakis@ecsd.net","http://www.stmatthew.ecsd.net","0","0","0","0","Separate","53.591792557862","-113.47545118651","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","21","13","33","14","16","15","4","0","0","0","0","0","0","116","2012","2015","2017-03-20 20:24:33"
"8032","St. Stanislaus","3855 - 114 Street","","Edmonton","AB","T6J1M3","(780) 434-0295","(780) 434-0334","Floriana.Bruni-Bossio@ecsd.net","http://www.ststanislaus.ecsd.net","0","0","0","0","Separate","53.474339877778","-113.52651314883","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","0","3","6","-15","-8","-18","-12","0","0","0","0","0","0","-44","2012","2015","2017-03-20 20:24:33"
"8034","St. Vladimir Elementary School","7510 - 132 Avenue","","Edmonton","AB","T5C2A9","(780) 476-4613","(780) 476-4638","cynthia.wosnack@ecsd.net","http://www.stvladimir.ecsd.net","0","0","0","0","Separate","53.5927663","-113.4562452","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-6","-2","-3","5","-13","13","-3","0","0","0","0","0","0","-9","2012","2015","2017-03-20 20:24:33"
"8036","St. Jerome","3310 - 107 Avenue","","Edmonton","AB","T5W0C7","(780) 479-5847","(780) 479-7727","","http://www.stjerome.ecsd.net","0","0","0","0","Separate","53.561146","-113.392633","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-1","2","-3","6","0","-7","3","0","0","0","0","0","0","0","2012","2015","2017-03-20 20:24:33"
"8037","St. Philip","8720 - 144 Avenue","","Edmonton","AB","T5E3G7","(780) 475-3566","(780) 478-9659","dean.cockburn@ecsd.net","http://www.stphilip.ecsd.net","0","0","0","0","Separate","53.606723530837","-113.47482410185","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-9","-3","-14","-5","-13","3","-10","0","0","0","0","0","0","-51","2012","2015","2017-03-20 20:24:33"
"8038","St. Augustine","3808 - 106 Street","","Edmonton","AB","T6J1A5","(780) 435-4949","(780) 436-5824","patrick.lema@ecsd.net","http://www.staugustine.ecsd.net","0","0","0","0","Separate","53.473718572308","-113.50527303173","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","-19","1","11","7","2","-8","19","0","0","0","0","0","0","13","2012","2015","2017-03-20 20:24:33"
"8039","St. Monica School","14710 - 53 Avenue","","Edmonton","AB","T6H4C6","(780) 436-7888","(780) 436-7910","kathy.sosnowski@ecsd.net","http://www.stmonica.escd.net","0","0","0","0","Separate","53.490963650022","-113.57414369577","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","11","-5","0","0","0","0","0","0","0","0","0","0","0","6","2012","2015","2017-03-20 20:24:33"
"8040","St. Justin","8405 - 175 Street","","Edmonton","AB","T5T0G9","(780) 487-2264","(780) 487-2284","christene.richardson@ecsd.net","http://www.stjustin.ecsd.net","0","0","0","0","Separate","53.51741","-113.622858","0","Edmonton Catholic Separate School District No. 7","9807 - 106 Street","","Edmonton","AB","T5K1C2","(780) 441-6000","(780) 425-8759","","http://www.ecsd.net","0","0","0","0","2017-03-20 22:01:20","0110","54","5","2","11","6","-2","7","0","0","0","0","0","0","83","2012","2015","2017-03-20 20:24:33"
